ITEM,SID,EID
HMEQLC,885009,4
MTG,885009,5
MTG,885009,6
CKING,885045,1
MMDA,885045,2
IRA,885045,3
HMEQLC,885045,4
HMEQLC,885045,5
SVG,885201,1
ATM,885201,2
ATM,885201,3
CKING,885451,1
SVG,885451,2
ATM,885451,3
ATM,885451,4
CKING,885477,1
MMDA,885477,2
SVG,885477,3
CD,885477,4
IRA,885477,5
IRA,885477,6
CKING,885528,1
SVG,885528,2
ATM,885528,3
ATM,885528,4
CKING,885531,1
MMDA,885531,2
ATM,885531,3
ATM,885531,4
CKING,885539,1
SVG,885539,2
CCRD,885539,3
CCRD,885539,4
CKING,885835,1
SVG,885835,2
CD,885835,3
CD,885835,4
CKING,885920,1
ATM,885920,2
ATM,885920,3
ATM,885994,1
ATM,885994,2
CKING,886016,1
MMDA,886016,2
SVG,886016,3
CCRD,886016,4
CCRD,886016,5
CKING,886026,1
CD,886026,2
CD,886026,3
MMDA,886027,1
ATM,886027,2
ATM,886027,3
CKING,886051,1
SVG,886051,2
CD,886051,3
CD,886051,4
CKING,886068,1
SVG,886068,2
ATM,886068,3
ATM,886068,4
CKING,886130,1
SVG,886130,2
ATM,886130,3
CCRD,886130,4
CCRD,886130,5
CKING,886133,1
CKING,886133,2
CKING,886143,1
SVG,886143,2
ATM,886143,3
HMEQLC,886143,4
HMEQLC,886143,5
CKING,886168,1
SVG,886168,2
CD,886168,3
CCRD,886168,4
CCRD,886168,5
CKING,886179,1
SVG,886179,2
IRA,886179,3
HMEQLC,886179,4
HMEQLC,886179,5
CKING,886181,1
CKING,886181,2
CKING,886207,1
MMDA,886207,2
SVG,886207,3
CD,886207,4
CD,886207,5
CKING,886235,1
SVG,886235,2
HMEQLC,886235,3
HMEQLC,886235,4
CKING,886402,1
ATM,886402,2
AUTO,886402,3
AUTO,886402,4
CKING,886460,1
MMDA,886460,2
IRA,886460,3
ATM,886460,4
ATM,886460,5
CKING,886467,1
SVG,886467,2
CD,886467,3
CD,886467,4
SVG,886580,1
SVG,886580,2
CKING,886625,1
SVG,886625,2
IRA,886625,3
CCRD,886625,4
CCRD,886625,5
CKING,886643,1
SVG,886643,2
ATM,886643,3
ATM,886643,4
CKING,886685,1
MMDA,886685,2
ATM,886685,3
ATM,886685,4
CKING,886707,1
CD,886707,2
CD,886707,3
CKING,886793,1
SVG,886793,2
CD,886793,3
AUTO,886793,4
AUTO,886793,5
CKING,886914,1
SVG,886914,2
SVG,886914,3
CKING,886915,1
SVG,886915,2
CCRD,886915,3
HMEQLC,886915,4
AUTO,886915,5
CKCRD,886915,6
CKCRD,886915,7
CKING,887079,1
SVG,887079,2
ATM,887079,3
HMEQLC,887079,4
HMEQLC,887079,5
CKING,887182,1
ATM,887182,2
CCRD,887182,3
HMEQLC,887182,4
HMEQLC,887182,5
CKING,887196,1
CCRD,887196,2
AUTO,887196,3
AUTO,887196,4
CKING,887374,1
MMDA,887374,2
SVG,887374,3
SVG,887374,4
CKING,887590,1
MMDA,887590,2
SVG,887590,3
HMEQLC,887590,4
CKCRD,887590,5
CKCRD,887590,6
CKING,887776,1
SVG,887776,2
ATM,887776,3
HMEQLC,887776,4
HMEQLC,887776,5
CKING,887790,1
IRA,887790,2
IRA,887790,3
CKING,887808,1
SVG,887808,2
ATM,887808,3
MTG,887808,4
MTG,887808,5
CKING,887824,1
SVG,887824,2
ATM,887824,3
CCRD,887824,4
CCRD,887824,5
CKING,887855,1
SVG,887855,2
CCRD,887855,3
HMEQLC,887855,4
MTG,887855,5
MTG,887855,6
CKING,887868,1
SVG,887868,2
ATM,887868,3
AUTO,887868,4
AUTO,887868,5
CKING,887958,1
CKING,887958,2
IRA,888178,1
IRA,888178,2
CKING,888232,1
CD,888232,2
TRUST,888232,3
TRUST,888232,4
SVG,888238,1
ATM,888238,2
ATM,888238,3
CKING,888248,1
CD,888248,2
CD,888248,3
CKING,888263,1
SVG,888263,2
CCRD,888263,3
CCRD,888263,4
CKING,888366,1
CD,888366,2
CD,888366,3
CKING,888522,1
CCRD,888522,2
CCRD,888522,3
CKING,888603,1
SVG,888603,2
CKCRD,888603,3
CKCRD,888603,4
CKING,888639,1
CKING,888639,2
CKING,888651,1
SVG,888651,2
ATM,888651,3
HMEQLC,888651,4
HMEQLC,888651,5
SVG,888686,1
SVG,888686,2
SVG,888688,1
SVG,888688,2
CKING,888706,1
CD,888706,2
CCRD,888706,3
HMEQLC,888706,4
HMEQLC,888706,5
CKING,888736,1
SVG,888736,2
CD,888736,3
CCRD,888736,4
HMEQLC,888736,5
CKCRD,888736,6
CKCRD,888736,7
CKING,888781,1
MMDA,888781,2
SVG,888781,3
IRA,888781,4
ATM,888781,5
TRUST,888781,6
TRUST,888781,7
CKING,888807,1
CKING,888807,2
CKING,888820,1
SVG,888820,2
ATM,888820,3
ATM,888820,4
CKING,888822,1
SVG,888822,2
CD,888822,3
ATM,888822,4
ATM,888822,5
CKING,888862,1
SVG,888862,2
ATM,888862,3
ATM,888862,4
CKING,888950,1
CD,888950,2
IRA,888950,3
ATM,888950,4
ATM,888950,5
CKING,888956,1
CD,888956,2
IRA,888956,3
IRA,888956,4
CKING,889005,1
SVG,889005,2
CD,889005,3
CCRD,889005,4
CKCRD,889005,5
CKCRD,889005,6
SVG,889159,1
CD,889159,2
CD,889159,3
CKING,889339,1
ATM,889339,2
HMEQLC,889339,3
HMEQLC,889339,4
CKING,889343,1
CD,889343,2
CCRD,889343,3
CCRD,889343,4
CKING,889514,1
SVG,889514,2
CD,889514,3
ATM,889514,4
MTG,889514,5
MTG,889514,6
CKING,889546,1
ATM,889546,2
ATM,889546,3
CKING,889839,1
ATM,889839,2
CCRD,889839,3
HMEQLC,889839,4
MTG,889839,5
MTG,889839,6
CKING,889949,1
SVG,889949,2
CD,889949,3
CD,889949,4
CKING,890037,1
ATM,890037,2
HMEQLC,890037,3
MTG,890037,4
MTG,890037,5
SVG,890257,1
CD,890257,2
CD,890257,3
CKING,890280,1
SVG,890280,2
SVG,890280,3
CKING,890385,1
SVG,890385,2
SVG,890385,3
ATM,890487,1
ATM,890487,2
CKING,890586,1
SVG,890586,2
CD,890586,3
IRA,890586,4
CCRD,890586,5
CKCRD,890586,6
CKCRD,890586,7
CKING,890673,1
MMDA,890673,2
CCRD,890673,3
CCRD,890673,4
CKING,890703,1
SVG,890703,2
ATM,890703,3
HMEQLC,890703,4
HMEQLC,890703,5
CKING,890712,1
SVG,890712,2
SVG,890712,3
CKING,890928,1
SVG,890928,2
CD,890928,3
CD,890928,4
CKING,890981,1
MMDA,890981,2
CD,890981,3
IRA,890981,4
ATM,890981,5
HMEQLC,890981,6
AUTO,890981,7
AUTO,890981,8
SVG,891044,1
CD,891044,2
CD,891044,3
CKING,891056,1
ATM,891056,2
HMEQLC,891056,3
HMEQLC,891056,4
CKING,891149,1
MMDA,891149,2
SVG,891149,3
ATM,891149,4
ATM,891149,5
CKING,891153,1
CKING,891153,2
CKING,891232,1
MMDA,891232,2
CD,891232,3
CD,891232,4
CKING,891326,1
ATM,891326,2
ATM,891326,3
CKING,891338,1
MMDA,891338,2
CCRD,891338,3
HMEQLC,891338,4
CKCRD,891338,5
CKCRD,891338,6
CKING,891461,1
SVG,891461,2
SVG,891461,3
CKING,891577,1
ATM,891577,2
ATM,891577,3
CKING,891658,1
SVG,891658,2
ATM,891658,3
ATM,891658,4
CKING,891733,1
SVG,891733,2
CD,891733,3
TRUST,891733,4
TRUST,891733,5
CKING,891741,1
SVG,891741,2
ATM,891741,3
ATM,891741,4
CKING,891809,1
SVG,891809,2
HMEQLC,891809,3
HMEQLC,891809,4
CKING,891969,1
SVG,891969,2
ATM,891969,3
ATM,891969,4
CKING,892043,1
CKING,892043,2
SVG,892067,1
SVG,892067,2
SVG,892135,1
SVG,892135,2
CKING,892178,1
MMDA,892178,2
CCRD,892178,3
CCRD,892178,4
CKING,892252,1
SVG,892252,2
SVG,892252,3
CKING,892333,1
SVG,892333,2
ATM,892333,3
HMEQLC,892333,4
HMEQLC,892333,5
CKING,892343,1
CKING,892343,2
SVG,892472,1
SVG,892472,2
CKING,892534,1
SVG,892534,2
IRA,892534,3
CCRD,892534,4
HMEQLC,892534,5
CKCRD,892534,6
CKCRD,892534,7
CKING,892630,1
SVG,892630,2
ATM,892630,3
AUTO,892630,4
AUTO,892630,5
CKING,892656,1
MMDA,892656,2
SVG,892656,3
CD,892656,4
IRA,892656,5
CCRD,892656,6
HMEQLC,892656,7
TRUST,892656,8
AUTO,892656,9
CKCRD,892656,10
CKCRD,892656,11
SVG,892790,1
SVG,892790,2
MMDA,892878,1
MMDA,892878,2
CKING,893005,1
ATM,893005,2
HMEQLC,893005,3
HMEQLC,893005,4
CKING,893016,1
MMDA,893016,2
SVG,893016,3
CD,893016,4
HMEQLC,893016,5
HMEQLC,893016,6
SVG,893058,1
CD,893058,2
CD,893058,3
CKING,893067,1
SVG,893067,2
CD,893067,3
MTG,893067,4
MTG,893067,5
CKING,893153,1
SVG,893153,2
ATM,893153,3
ATM,893153,4
CKING,893188,1
ATM,893188,2
HMEQLC,893188,3
HMEQLC,893188,4
CKING,893308,1
SVG,893308,2
CD,893308,3
ATM,893308,4
ATM,893308,5
CKING,893335,1
CKING,893335,2
CKING,893542,1
SVG,893542,2
CCRD,893542,3
CCRD,893542,4
CKING,893578,1
SVG,893578,2
CD,893578,3
CD,893578,4
CKING,893582,1
SVG,893582,2
ATM,893582,3
ATM,893582,4
CKING,893589,1
MMDA,893589,2
SVG,893589,3
TRUST,893589,4
AUTO,893589,5
AUTO,893589,6
CKING,893655,1
SVG,893655,2
ATM,893655,3
ATM,893655,4
CKING,893667,1
SVG,893667,2
ATM,893667,3
HMEQLC,893667,4
HMEQLC,893667,5
CKING,893748,1
CD,893748,2
ATM,893748,3
ATM,893748,4
CKING,893760,1
CD,893760,2
CD,893760,3
SVG,893810,1
ATM,893810,2
MTG,893810,3
MTG,893810,4
CKING,893965,1
SVG,893965,2
CD,893965,3
IRA,893965,4
ATM,893965,5
ATM,893965,6
CKING,894085,1
SVG,894085,2
SVG,894085,3
CKING,894090,1
SVG,894090,2
ATM,894090,3
ATM,894090,4
CKING,894111,1
CKING,894111,2
CKING,894135,1
SVG,894135,2
SVG,894135,3
CD,894176,1
CD,894176,2
CKING,894186,1
SVG,894186,2
SVG,894186,3
CKING,894192,1
MMDA,894192,2
SVG,894192,3
SVG,894192,4
ATM,894194,1
ATM,894194,2
CKING,894284,1
MMDA,894284,2
IRA,894284,3
IRA,894284,4
CKING,894357,1
SVG,894357,2
CD,894357,3
TRUST,894357,4
TRUST,894357,5
CD,894372,1
CD,894372,2
CKING,894454,1
SVG,894454,2
CCRD,894454,3
HMEQLC,894454,4
MTG,894454,5
AUTO,894454,6
CKCRD,894454,7
CKCRD,894454,8
CKING,894527,1
SVG,894527,2
CCRD,894527,3
HMEQLC,894527,4
CKCRD,894527,5
CKCRD,894527,6
CKING,894552,1
MMDA,894552,2
SVG,894552,3
IRA,894552,4
CCRD,894552,5
HMEQLC,894552,6
HMEQLC,894552,7
CKING,894574,1
CKING,894574,2
CKING,894689,1
CKING,894689,2
CKING,894783,1
HMEQLC,894783,2
HMEQLC,894783,3
CKING,894785,1
SVG,894785,2
CD,894785,3
ATM,894785,4
HMEQLC,894785,5
HMEQLC,894785,6
CKING,894869,1
SVG,894869,2
CD,894869,3
CD,894869,4
CKING,894879,1
SVG,894879,2
ATM,894879,3
ATM,894879,4
CKING,894965,1
SVG,894965,2
ATM,894965,3
ATM,894965,4
SVG,894994,1
SVG,894994,2
CKING,895111,1
MMDA,895111,2
TRUST,895111,3
TRUST,895111,4
CKING,895152,1
SVG,895152,2
ATM,895152,3
HMEQLC,895152,4
HMEQLC,895152,5
CKING,895193,1
SVG,895193,2
ATM,895193,3
AUTO,895193,4
AUTO,895193,5
CKING,895204,1
HMEQLC,895204,2
CKCRD,895204,3
CKCRD,895204,4
CKING,895208,1
SVG,895208,2
SVG,895208,3
SVG,895219,1
CD,895219,2
CD,895219,3
CKING,895226,1
ATM,895226,2
ATM,895226,3
CKING,895303,1
CD,895303,2
CD,895303,3
CKING,895305,1
CKING,895305,2
CKING,895351,1
CD,895351,2
ATM,895351,3
ATM,895351,4
CKING,895426,1
MMDA,895426,2
ATM,895426,3
ATM,895426,4
CKING,895539,1
MMDA,895539,2
CD,895539,3
ATM,895539,4
HMEQLC,895539,5
AUTO,895539,6
AUTO,895539,7
SVG,895667,1
SVG,895667,2
CKING,895710,1
SVG,895710,2
ATM,895710,3
ATM,895710,4
CKING,895842,1
CKING,895842,2
CKING,895844,1
SVG,895844,2
MTG,895844,3
MTG,895844,4
CKING,895861,1
CD,895861,2
CCRD,895861,3
CKCRD,895861,4
CKCRD,895861,5
CKING,895929,1
SVG,895929,2
ATM,895929,3
ATM,895929,4
CKING,896002,1
SVG,896002,2
CD,896002,3
IRA,896002,4
ATM,896002,5
ATM,896002,6
CKING,896043,1
MMDA,896043,2
MMDA,896043,3
IRA,896065,1
IRA,896065,2
CKING,896130,1
MMDA,896130,2
IRA,896130,3
ATM,896130,4
ATM,896130,5
CKING,896136,1
SVG,896136,2
ATM,896136,3
MTG,896136,4
MTG,896136,5
CD,896137,1
CD,896137,2
CKING,896195,1
MTG,896195,2
MTG,896195,3
CKING,896275,1
AUTO,896275,2
AUTO,896275,3
CKING,896308,1
ATM,896308,2
CCRD,896308,3
CCRD,896308,4
CKING,896362,1
SVG,896362,2
CKCRD,896362,3
CKCRD,896362,4
CKING,896396,1
SVG,896396,2
CD,896396,3
TRUST,896396,4
TRUST,896396,5
CKING,896647,1
CD,896647,2
ATM,896647,3
CCRD,896647,4
CCRD,896647,5
CKING,896653,1
HMEQLC,896653,2
HMEQLC,896653,3
CKING,896683,1
SVG,896683,2
ATM,896683,3
ATM,896683,4
CKING,896685,1
SVG,896685,2
SVG,896685,3
CKING,896693,1
CKING,896693,2
CKING,896701,1
SVG,896701,2
ATM,896701,3
MTG,896701,4
MTG,896701,5
CKING,896814,1
SVG,896814,2
CD,896814,3
CCRD,896814,4
CCRD,896814,5
CKING,896892,1
MMDA,896892,2
CD,896892,3
CCRD,896892,4
CKCRD,896892,5
CKCRD,896892,6
CKING,896998,1
MMDA,896998,2
SVG,896998,3
IRA,896998,4
ATM,896998,5
ATM,896998,6
CKING,897106,1
MMDA,897106,2
SVG,897106,3
CCRD,897106,4
HMEQLC,897106,5
CKCRD,897106,6
CKCRD,897106,7
CKING,897113,1
HMEQLC,897113,2
HMEQLC,897113,3
CKING,897116,1
HMEQLC,897116,2
CKCRD,897116,3
CKCRD,897116,4
CKING,897159,1
SVG,897159,2
CD,897159,3
ATM,897159,4
CCRD,897159,5
HMEQLC,897159,6
HMEQLC,897159,7
CKING,897234,1
HMEQLC,897234,2
HMEQLC,897234,3
CKING,897328,1
SVG,897328,2
CCRD,897328,3
MTG,897328,4
MTG,897328,5
CKING,897345,1
SVG,897345,2
SVG,897345,3
SVG,897363,1
SVG,897363,2
CKING,897475,1
MMDA,897475,2
CD,897475,3
ATM,897475,4
TRUST,897475,5
TRUST,897475,6
CKING,897483,1
SVG,897483,2
ATM,897483,3
ATM,897483,4
CKING,897499,1
SVG,897499,2
CCRD,897499,3
CKCRD,897499,4
CKCRD,897499,5
CKING,897552,1
SVG,897552,2
ATM,897552,3
CCRD,897552,4
HMEQLC,897552,5
AUTO,897552,6
AUTO,897552,7
SVG,897664,1
SVG,897664,2
CKING,897726,1
ATM,897726,2
ATM,897726,3
CKING,897770,1
SVG,897770,2
CD,897770,3
AUTO,897770,4
CKCRD,897770,5
CKCRD,897770,6
CKING,897786,1
MMDA,897786,2
SVG,897786,3
CD,897786,4
IRA,897786,5
ATM,897786,6
AUTO,897786,7
AUTO,897786,8
CKING,897888,1
SVG,897888,2
ATM,897888,3
ATM,897888,4
CKING,897892,1
SVG,897892,2
IRA,897892,3
IRA,897892,4
CKING,897983,1
SVG,897983,2
ATM,897983,3
ATM,897983,4
CKING,898011,1
SVG,898011,2
CD,898011,3
CD,898011,4
CKING,898015,1
ATM,898015,2
ATM,898015,3
CKING,898061,1
SVG,898061,2
CD,898061,3
CCRD,898061,4
TRUST,898061,5
CKCRD,898061,6
CKCRD,898061,7
CKING,898120,1
SVG,898120,2
CCRD,898120,3
CKCRD,898120,4
CKCRD,898120,5
SVG,898128,1
SVG,898128,2
CKING,898129,1
SVG,898129,2
CD,898129,3
IRA,898129,4
CKCRD,898129,5
CKCRD,898129,6
SVG,898189,1
SVG,898189,2
CKING,898217,1
ATM,898217,2
HMEQLC,898217,3
HMEQLC,898217,4
CKING,898228,1
SVG,898228,2
ATM,898228,3
ATM,898228,4
CKING,898296,1
ATM,898296,2
ATM,898296,3
CKING,898359,1
IRA,898359,2
ATM,898359,3
ATM,898359,4
CKING,898472,1
SVG,898472,2
ATM,898472,3
ATM,898472,4
CKING,898490,1
CD,898490,2
CKCRD,898490,3
CKCRD,898490,4
CKING,898522,1
SVG,898522,2
ATM,898522,3
MTG,898522,4
MTG,898522,5
MMDA,898585,1
CD,898585,2
CD,898585,3
CKING,898668,1
SVG,898668,2
SVG,898668,3
CKING,898717,1
SVG,898717,2
ATM,898717,3
ATM,898717,4
CKING,898755,1
SVG,898755,2
SVG,898755,3
CKING,898869,1
MMDA,898869,2
MMDA,898869,3
CKING,898900,1
SVG,898900,2
CD,898900,3
AUTO,898900,4
AUTO,898900,5
CKING,898983,1
ATM,898983,2
HMEQLC,898983,3
MTG,898983,4
MTG,898983,5
CKING,899030,1
SVG,899030,2
IRA,899030,3
IRA,899030,4
CKING,899175,1
SVG,899175,2
CD,899175,3
CD,899175,4
CKING,899248,1
SVG,899248,2
ATM,899248,3
HMEQLC,899248,4
HMEQLC,899248,5
CKING,899309,1
ATM,899309,2
ATM,899309,3
CKING,899341,1
SVG,899341,2
CD,899341,3
IRA,899341,4
ATM,899341,5
ATM,899341,6
CKING,899462,1
HMEQLC,899462,2
HMEQLC,899462,3
CKING,899554,1
SVG,899554,2
SVG,899554,3
CKING,899627,1
CD,899627,2
TRUST,899627,3
TRUST,899627,4
SVG,899665,1
SVG,899665,2
CD,899772,1
CD,899772,2
SVG,899876,1
SVG,899876,2
MMDA,899950,1
SVG,899950,2
SVG,899950,3
CKING,899973,1
SVG,899973,2
SVG,899973,3
CKING,900073,1
SVG,900073,2
CCRD,900073,3
AUTO,900073,4
CKCRD,900073,5
CKCRD,900073,6
SVG,900146,1
SVG,900146,2
CKING,900226,1
SVG,900226,2
CKCRD,900226,3
CKCRD,900226,4
CKING,900255,1
ATM,900255,2
ATM,900255,3
CKING,900355,1
CD,900355,2
CD,900355,3
SVG,900364,1
CD,900364,2
ATM,900364,3
ATM,900364,4
CKING,900401,1
HMEQLC,900401,2
HMEQLC,900401,3
CKING,900552,1
MMDA,900552,2
SVG,900552,3
CD,900552,4
IRA,900552,5
CCRD,900552,6
HMEQLC,900552,7
CKCRD,900552,8
CKCRD,900552,9
CKING,900591,1
SVG,900591,2
CD,900591,3
CD,900591,4
CKING,900626,1
SVG,900626,2
ATM,900626,3
MTG,900626,4
MTG,900626,5
CKING,900689,1
CKING,900689,2
CKING,900767,1
SVG,900767,2
ATM,900767,3
CCRD,900767,4
HMEQLC,900767,5
HMEQLC,900767,6
CKING,900824,1
SVG,900824,2
ATM,900824,3
AUTO,900824,4
AUTO,900824,5
CKING,900826,1
SVG,900826,2
ATM,900826,3
HMEQLC,900826,4
HMEQLC,900826,5
CKING,900846,1
SVG,900846,2
CCRD,900846,3
CKCRD,900846,4
CKCRD,900846,5
CKING,900868,1
SVG,900868,2
CD,900868,3
ATM,900868,4
HMEQLC,900868,5
HMEQLC,900868,6
CKING,900884,1
SVG,900884,2
CD,900884,3
CCRD,900884,4
CKCRD,900884,5
CKCRD,900884,6
CKING,900909,1
MMDA,900909,2
SVG,900909,3
CD,900909,4
CD,900909,5
CKING,901012,1
SVG,901012,2
CD,901012,3
ATM,901012,4
MTG,901012,5
TRUST,901012,6
TRUST,901012,7
CKING,901273,1
SVG,901273,2
CD,901273,3
CD,901273,4
CKING,901327,1
MMDA,901327,2
CD,901327,3
IRA,901327,4
CCRD,901327,5
TRUST,901327,6
CKCRD,901327,7
CKCRD,901327,8
CKING,901414,1
CKING,901414,2
CKING,901452,1
SVG,901452,2
SVG,901452,3
CKING,901455,1
MMDA,901455,2
ATM,901455,3
ATM,901455,4
CKING,901488,1
CD,901488,2
ATM,901488,3
HMEQLC,901488,4
TRUST,901488,5
TRUST,901488,6
CKING,901501,1
ATM,901501,2
HMEQLC,901501,3
HMEQLC,901501,4
CD,901533,1
CD,901533,2
CKING,901566,1
SVG,901566,2
IRA,901566,3
IRA,901566,4
CKING,901581,1
MMDA,901581,2
ATM,901581,3
ATM,901581,4
CKING,901591,1
SVG,901591,2
CD,901591,3
ATM,901591,4
ATM,901591,5
SVG,901677,1
SVG,901677,2
CKING,901711,1
ATM,901711,2
ATM,901711,3
CKING,901745,1
SVG,901745,2
CD,901745,3
CD,901745,4
CKING,901756,1
MMDA,901756,2
SVG,901756,3
CD,901756,4
ATM,901756,5
TRUST,901756,6
TRUST,901756,7
CKING,901995,1
SVG,901995,2
CD,901995,3
ATM,901995,4
HMEQLC,901995,5
HMEQLC,901995,6
CKING,902017,1
SVG,902017,2
ATM,902017,3
ATM,902017,4
CKING,902020,1
CKCRD,902020,2
CKCRD,902020,3
CKING,902059,1
MMDA,902059,2
SVG,902059,3
CD,902059,4
ATM,902059,5
HMEQLC,902059,6
TRUST,902059,7
TRUST,902059,8
CKING,902092,1
SVG,902092,2
ATM,902092,3
ATM,902092,4
CKING,902172,1
CD,902172,2
ATM,902172,3
AUTO,902172,4
AUTO,902172,5
CKING,902180,1
SVG,902180,2
ATM,902180,3
ATM,902180,4
CKING,902183,1
SVG,902183,2
ATM,902183,3
ATM,902183,4
CKING,902185,1
MMDA,902185,2
SVG,902185,3
ATM,902185,4
ATM,902185,5
CKING,902186,1
SVG,902186,2
IRA,902186,3
IRA,902186,4
IRA,902201,1
IRA,902201,2
CKING,902219,1
SVG,902219,2
CD,902219,3
ATM,902219,4
MTG,902219,5
MTG,902219,6
CKING,902354,1
IRA,902354,2
IRA,902354,3
CKING,902356,1
MMDA,902356,2
MMDA,902356,3
CKING,902433,1
SVG,902433,2
CD,902433,3
ATM,902433,4
CCRD,902433,5
CCRD,902433,6
SVG,902538,1
SVG,902538,2
CKING,902546,1
SVG,902546,2
ATM,902546,3
HMEQLC,902546,4
HMEQLC,902546,5
CKING,902568,1
MMDA,902568,2
SVG,902568,3
CD,902568,4
TRUST,902568,5
TRUST,902568,6
CKING,902646,1
CD,902646,2
AUTO,902646,3
AUTO,902646,4
CKING,902660,1
SVG,902660,2
CD,902660,3
IRA,902660,4
ATM,902660,5
ATM,902660,6
CKING,902785,1
MMDA,902785,2
SVG,902785,3
ATM,902785,4
HMEQLC,902785,5
HMEQLC,902785,6
CKING,902850,1
SVG,902850,2
SVG,902850,3
CKING,902908,1
SVG,902908,2
ATM,902908,3
MTG,902908,4
MTG,902908,5
CKING,902914,1
ATM,902914,2
HMEQLC,902914,3
HMEQLC,902914,4
ATM,902986,1
ATM,902986,2
CKING,902996,1
SVG,902996,2
IRA,902996,3
ATM,902996,4
ATM,902996,5
SVG,903013,1
CD,903013,2
CD,903013,3
CKING,903099,1
ATM,903099,2
ATM,903099,3
CKING,903178,1
ATM,903178,2
ATM,903178,3
CKING,903209,1
CCRD,903209,2
CCRD,903209,3
CKING,903240,1
ATM,903240,2
HMEQLC,903240,3
HMEQLC,903240,4
CKING,903269,1
SVG,903269,2
ATM,903269,3
ATM,903269,4
CKING,903302,1
ATM,903302,2
ATM,903302,3
CKING,903321,1
SVG,903321,2
CD,903321,3
TRUST,903321,4
TRUST,903321,5
CKING,903341,1
MMDA,903341,2
AUTO,903341,3
AUTO,903341,4
CKING,903377,1
SVG,903377,2
SVG,903377,3
IRA,903414,1
IRA,903414,2
CKING,903429,1
ATM,903429,2
MTG,903429,3
MTG,903429,4
CKING,903588,1
SVG,903588,2
HMEQLC,903588,3
AUTO,903588,4
AUTO,903588,5
CKING,903667,1
SVG,903667,2
SVG,903667,3
CKING,903696,1
SVG,903696,2
CD,903696,3
ATM,903696,4
ATM,903696,5
CKING,903709,1
SVG,903709,2
IRA,903709,3
ATM,903709,4
CCRD,903709,5
CCRD,903709,6
CKING,903722,1
SVG,903722,2
SVG,903722,3
CKING,903760,1
SVG,903760,2
ATM,903760,3
ATM,903760,4
CKING,903864,1
SVG,903864,2
ATM,903864,3
AUTO,903864,4
AUTO,903864,5
CKING,903964,1
SVG,903964,2
IRA,903964,3
IRA,903964,4
CKING,903984,1
SVG,903984,2
ATM,903984,3
ATM,903984,4
CKING,904005,1
SVG,904005,2
CKCRD,904005,3
CKCRD,904005,4
CKING,904055,1
IRA,904055,2
CCRD,904055,3
HMEQLC,904055,4
AUTO,904055,5
AUTO,904055,6
CKING,904057,1
CD,904057,2
CD,904057,3
CKING,904154,1
MMDA,904154,2
ATM,904154,3
ATM,904154,4
CKING,904167,1
SVG,904167,2
CD,904167,3
CCRD,904167,4
CCRD,904167,5
CKING,904193,1
IRA,904193,2
IRA,904193,3
CKING,904278,1
SVG,904278,2
ATM,904278,3
ATM,904278,4
CKING,904280,1
SVG,904280,2
SVG,904280,3
CKING,904341,1
SVG,904341,2
ATM,904341,3
HMEQLC,904341,4
HMEQLC,904341,5
CKING,904347,1
SVG,904347,2
ATM,904347,3
HMEQLC,904347,4
HMEQLC,904347,5
CKING,904398,1
MMDA,904398,2
IRA,904398,3
MTG,904398,4
MTG,904398,5
CKING,904609,1
ATM,904609,2
ATM,904609,3
CKING,904613,1
SVG,904613,2
ATM,904613,3
ATM,904613,4
CKING,904895,1
SVG,904895,2
CCRD,904895,3
CCRD,904895,4
CKING,904929,1
SVG,904929,2
CD,904929,3
ATM,904929,4
ATM,904929,5
CKING,904957,1
SVG,904957,2
ATM,904957,3
MTG,904957,4
MTG,904957,5
CKING,904966,1
SVG,904966,2
CD,904966,3
CD,904966,4
CKING,905034,1
SVG,905034,2
CD,905034,3
CD,905034,4
CKING,905139,1
SVG,905139,2
CKCRD,905139,3
CKCRD,905139,4
CKING,905149,1
CD,905149,2
CD,905149,3
CKING,905209,1
ATM,905209,2
MTG,905209,3
MTG,905209,4
CKING,905285,1
MMDA,905285,2
SVG,905285,3
SVG,905285,4
CKING,905420,1
CKING,905420,2
CKING,905544,1
SVG,905544,2
ATM,905544,3
HMEQLC,905544,4
HMEQLC,905544,5
SVG,905572,1
SVG,905572,2
CKING,905595,1
ATM,905595,2
ATM,905595,3
CKING,905670,1
SVG,905670,2
ATM,905670,3
ATM,905670,4
CKING,905732,1
MMDA,905732,2
SVG,905732,3
CD,905732,4
ATM,905732,5
MTG,905732,6
MTG,905732,7
SVG,905782,1
SVG,905782,2
CKING,905812,1
SVG,905812,2
SVG,905812,3
CKING,905831,1
CKCRD,905831,2
CKCRD,905831,3
CKING,905867,1
SVG,905867,2
IRA,905867,3
ATM,905867,4
ATM,905867,5
CKING,905979,1
MMDA,905979,2
SVG,905979,3
CD,905979,4
ATM,905979,5
ATM,905979,6
CKING,906114,1
SVG,906114,2
SVG,906114,3
CKING,906194,1
ATM,906194,2
MTG,906194,3
MTG,906194,4
CKING,906289,1
SVG,906289,2
SVG,906289,3
CKING,906401,1
MTG,906401,2
MTG,906401,3
CKING,906428,1
SVG,906428,2
CD,906428,3
IRA,906428,4
CCRD,906428,5
CKCRD,906428,6
CKCRD,906428,7
CKING,906535,1
SVG,906535,2
CCRD,906535,3
HMEQLC,906535,4
MTG,906535,5
CKCRD,906535,6
CKCRD,906535,7
CKING,906749,1
MMDA,906749,2
CD,906749,3
ATM,906749,4
ATM,906749,5
