"","ID","Prod","Quant","Val","Insp"
"322519","v664","p2276",5185,874100,"ok"
"322530","v5609","p2276",101,1025,"ok"
"322531","v5609","p2276",102,1025,"ok"
"322534","v2762","p2276",105,1060,"ok"
"322540","v1342","p2276",101,1050,"ok"
"322553","v1326","p2276",101,1020,"ok"
"322558","v2751","p2276",101,1030,"ok"
"322559","v1562","p2276",101,1010,"ok"
"322561","v333","p2276",103,1040,"ok"
"322584","v654","p2278",2740,213260,"ok"
"322598","v655","p2278",15277,101245,"ok"
"322601","v596","p2278",1492,64710,"ok"
"322607","v596","p2278",1793,67245,"ok"
"322612","v654","p2278",10341,220565,"ok"
"322618","v596","p2278",2510,83340,"ok"
"322619","v333","p2278",10075,129540,"ok"
"322645","v654","p2278",5737,142855,"ok"
"322646","v655","p2278",33991,213350,"ok"
"322649","v662","p2278",2263,95535,"ok"
"322650","v946","p2278",4966,84695,"ok"
"322657","v596","p2278",4124,114535,"ok"
"322681","v1653","p2278",7478,106355,"ok"
"323018","v169","p2299",936,35460,"ok"
"323020","v2786","p2299",2113,49305,"ok"
"323023","v3844","p2299",2113,37350,"ok"
"323054","v2789","p2302",57933,26090,"ok"
"323065","v1118","p4284",101,1025,"ok"
"323291","v654","p2317",271,1035,"ok"
"323350","v39","p2321",132,1130,"ok"
"323423","v3927","p2327",38433,17175,"ok"
"323425","v5715","p2327",27600,14910,"ok"
"323495","v5421","p2335",4200,48525,"ok"
"323557","v393","p2341",88080,31710,"ok"
"323620","v5420","p2348",68918,27435,"ok"
"323632","v3932","p2348",55315,44750,"ok"
"323699","v877","p2359",53662,31515,"ok"
"323724","v5143","p2359",54898,41135,"ok"
"323750","v392","p2359",65100,35160,"ok"
"323760","v2839","p2359",89718,54835,"ok"
"323770","v4815","p2359",238955,105480,"ok"
"323771","v412","p2359",100175,55565,"ok"
"323784","v2840","p2359",88838,51420,"ok"
"323786","v5431","p2359",54005,25700,"ok"
"323794","v417","p2360",15125,92620,"ok"
"323803","v877","p2360",87436,60575,"ok"
"323810","v417","p2360",18666,98820,"ok"
"323811","v417","p2360",41822,40310,"ok"
"323818","v417","p2360",14055,77650,"ok"
"323848","v2839","p2360",127850,93305,"ok"
"323850","v877","p2360",64305,44335,"ok"
"323851","v1118","p2360",38555,38100,"ok"
"323853","v4346","p2360",43533,22295,"ok"
"323856","v5143","p2360",50524,27200,"ok"
"323861","v410","p2360",44800,21195,"ok"
"323916","v2865","p2364",121,1140,"ok"
"323924","v4832","p2364",104,1030,"ok"
"323929","v4832","p2364",102,1010,"ok"
"323934","v1015","p2364",104,1060,"ok"
"323951","v1015","p2364",122,1135,"ok"
"323976","v971","p2365",102,1345,"ok"
"323988","v5016","p2365",101,1045,"ok"
"323997","v2863","p2365",107,1105,"ok"
"324351","v5832","p2385",431,1315,"ok"
"324356","v886","p4463",8807,225585,"fraud"
"324426","v431","p2392",101,1010,"ok"
"324439","v1473","p2392",101,1020,"ok"
"324456","v816","p2395",7988,1010,"fraud"
"324534","v426","p2398",102,1025,"ok"
"324537","v39","p2398",103,1040,"ok"
"324545","v39","p2398",101,1030,"ok"
"324555","v39","p2398",100,1010,"ok"
"324569","v1128","p2398",100,1090,"ok"
"324572","v4834","p2398",552,24350,"ok"
"324577","v39","p2398",101,1060,"ok"
"324581","v4832","p2398",102,1065,"ok"
"324948","v426","p2418",127,1120,"ok"
"324972","v4827","p2418",107,1035,"ok"
"324976","v1223","p2418",103,1015,"ok"
"324978","v3812","p2418",102,1145,"ok"
"324981","v4834","p2418",105,1095,"ok"
"324988","v236","p2418",113,1120,"ok"
"325295","v2248","p2444",101,1945,"fraud"
"325297","v4355","p2444",105,5920,"fraud"
"325311","v5834","p2445",108,49840,"ok"
"325319","v5834","p2445",108,65870,"ok"
"325334","v5077","p2447",111,4200,"ok"
"325415","v2933","p2455",158,48515,"ok"
"325418","v5755","p2455",142,48445,"ok"
"325450","v5655","p2455",103,113210,"ok"
"325451","v2933","p2455",161,55090,"ok"
"325452","v2933","p2455",152,47620,"ok"
"325462","v2972","p2455",175,103600,"ok"
"325590","v3250","p2456",4048,12160,"fraud"
"325599","v4842","p2456",1614,23640,"fraud"
"325600","v2967","p2456",1341,27130,"fraud"
"325617","v5444","p2457",103,25235,"ok"
"325627","v4760","p2457",106,1040,"fraud"
"325632","v5755","p2458",145,39465,"ok"
"325637","v4382","p2458",113,34630,"ok"
"325653","v4840","p2458",736,40000,"ok"
"325668","v2927","p2459",108,119755,"ok"
"325678","v2927","p2459",108,133930,"ok"
"325689","v2976","p2459",133,232940,"ok"
"325690","v2956","p2459",107,142800,"ok"
"325739","v4087","p2462",121,76015,"ok"
"325742","v4087","p2462",113,51070,"ok"
"325755","v4087","p2462",5082,106150,"ok"
"325797","v5447","p2464",103,8030,"ok"
"325816","v2977","p2464",203,13725,"ok"
"325826","v2978","p2464",215,5800,"ok"
"325833","v5728","p2464",1512,20070,"ok"
"325915","v876","p2473",642677,55330,"ok"
"325934","v2988","p2474",178,154135,"fraud"
"325955","v600","p2476",792816,543625,"ok"
"325968","v600","p2477",1440222,1001080,"ok"
"325974","v2993","p2477",1505080,863935,"ok"
"325979","v2993","p2477",1760177,984045,"ok"
"325980","v2993","p2477",106,43695,"fraud"
"325998","v2993","p2479",2017544,184710,"fraud"
"326007","v5940","p2481",197,53840,"fraud"
"326022","v4007","p4297",420,1310,"ok"
"326150","v2562","p2499",99716,161330,"ok"
"326157","v2562","p2499",70744,119200,"ok"
"326214","v630","p4300",40616,83065,"ok"
"326279","v3025","p2512",669755,323590,"ok"
"326317","v2997","p2513",23655,12435,"ok"
"326326","v3004","p2514",84533,44910,"ok"
"326333","v2989","p2514",71983,41260,"ok"
"326359","v3034","p2514",108,5325,"fraud"
"326365","v2999","p2516",126466,62605,"ok"
"326376","v5458","p2516",173944,82415,"ok"
"326377","v5458","p2516",173944,82415,"ok"
"326385","v3034","p2516",101,1615,"fraud"
"326387","v5458","p2516",111166,49595,"ok"
"326433","v3004","p2525",167827,94345,"ok"
"326438","v2989","p2525",107126,60970,"ok"
"326454","v3004","p2525",129100,64420,"ok"
"326459","v3034","p2525",108,5460,"fraud"
"326470","v2997","p2526",64733,35450,"ok"
"326481","v3004","p2527",158328,71110,"ok"
"326488","v3034","p2527",103,2645,"fraud"
"326493","v468","p2529",5972,4315,"ok"
"326498","v3004","p2529",884249,52180,"fraud"
"326555","v2997","p2534",33822,17390,"ok"
"326558","v2999","p2534",143544,70790,"ok"
"326594","v3040","p2542",812,1985,"ok"
"326604","v508","p2544",27747,28330,"ok"
"326679","v3046","p2552",461,3330,"ok"
"326680","v432","p2552",635,45965,"ok"
"326691","v4007","p2553",11852,62460,"ok"
"326697","v876","p2553",110152,468260,"ok"
"326706","v4007","p2555",737,2795,"ok"
"326713","v4007","p2555",478,3085,"ok"
"326734","v3048","p2559",51802,148575,"ok"
"326750","v3049","p2559",114444,258270,"ok"
"326752","v3051","p2560",1337,3705,"ok"
"326795","v3058","p2560",195,1605,"ok"
"326810","v3047","p2562",201355,455375,"ok"
"326818","v3048","p2562",67998,199270,"ok"
"326830","v1033","p2562",79517,232350,"ok"
"326832","v3062","p2562",79053,199590,"ok"
"326841","v3047","p2562",212283,527420,"ok"
"327013","v3074","p2590",331433,318500,"ok"
"327052","v3410","p2596",13682,28710,"ok"
"327054","v4386","p2596",12187,6490,"fraud"
"327191","v2997","p2610",112361,81965,"ok"
"327198","v2997","p2610",103316,71655,"ok"
"327200","v468","p2610",7652,1035,"fraud"
"327256","v3049","p2620",6260,76340,"ok"
"327357","v876","p2629",4044,40760,"ok"
"327407","v876","p2631",7551,215135,"ok"
"327416","v393","p2632",11211,236890,"ok"
"327420","v876","p2632",33102,133470,"ok"
"327423","v5659","p2632",703765,2835710,"ok"
"327435","v3034","p2632",100,2520,"fraud"
"327502","v467","p2639",43044,185265,"ok"
"327503","v467","p2639",23272,2220,"fraud"
"327628","v3043","p2654",17500,38895,"ok"
"327701","v3114","p2660",303295,22630,"fraud"
"327723","v370","p2662",116,1105,"ok"
"327733","v3929","p2662",102,1035,"ok"
"327745","v370","p2662",117,1090,"ok"
"327870","v453","p2673",106,1070,"ok"
"327879","v692","p2673",102,1020,"ok"
"327952","v19","p2682",190,9225,"ok"
"327971","v19","p2682",190,21140,"ok"
"327975","v950","p2682",1405,8100,"ok"
"327979","v630","p2682",433,14620,"ok"
"327983","v3124","p2682",3600,16455,"ok"
"328274","v614","p2696",101,1880,"ok"
"328344","v186","p2699",638,6510,"ok"
"328355","v260","p2699",282,5560,"ok"
"328381","v1033","p2699",1246,5970,"ok"
"328599","v1317","p2710",11800,98105,"ok"
"328600","v3140","p2710",15222,133385,"ok"
"328886","v877","p2727",108,1095,"ok"
"328905","v1015","p2727",102,1040,"ok"
"329417","v2892","p2742",225,NA,"fraud"
"329463","v4605","p2749",338,2565,"ok"
"329477","v2998","p2750",426,2480,"ok"
"329481","v3042","p2750",1052,4015,"ok"
"329489","v420","p2750",956,5600,"ok"
"329498","v661","p2750",111,1285,"ok"
"329579","v3177","p2754",37232,120270,"ok"
"329619","v434","p2758",23000,128725,"ok"
"329637","v4605","p2758",23247,100870,"ok"
"329638","v3181","p2758",35399,147665,"ok"
"329823","v2953","p2772",8688,120405,"ok"
"329830","v2953","p2772",5882,81385,"ok"
"329833","v1340","p2772",3822,55445,"ok"
"329835","v2953","p2772",11423,158435,"ok"
"329849","v906","p2773",50267,192555,"ok"
"329852","v5596","p2773",36418,140465,"ok"
"329862","v906","p2773",46585,180875,"ok"
"329948","v360","p2782",122,1180,"fraud"
"329962","v3196","p2784",166032,531635,"ok"
"329966","v3196","p2784",203345,611280,"ok"
"329975","v3196","p2784",235810,678385,"ok"
"330190","v5463","p2800",8497,51100,"ok"
"330192","v3216","p2800",12591,53665,"ok"
"330243","v837","p2805",7290,60750,"ok"
"330451","v1014","p2821",1721,24400,"ok"
"330452","v1014","p2821",1053,15180,"ok"
"330453","v5721","p2821",211,1050,"fraud"
"330455","v1014","p2821",1685,24305,"ok"
"330459","v3255","p2821",102,13035,"fraud"
"330561","v2993","p2826",47093,89575,"ok"
"330567","v3001","p2826",97184,164005,"ok"
"330570","v5481","p2826",122,40495,"fraud"
"330599","v2979","p2829",112,45850,"fraud"
"330600","v2979","p2829",111,32840,"fraud"
"331262","v1183","p2859",16662,41670,"ok"
"331271","v1183","p2859",15500,45610,"ok"
"331279","v1183","p2859",10007,30500,"ok"
"331288","v1183","p2859",6933,20660,"ok"
"331295","v1183","p2859",9117,22615,"ok"
"331300","v1128","p2859",506,20045,"ok"
"331306","v1183","p2859",11287,32605,"ok"
"331617","v1033","p2866",2705,39110,"ok"
"331625","v431","p2866",247,19340,"ok"
"331627","v1183","p2866",5684,13790,"ok"
"331630","v1315","p2866",1001,12400,"ok"
"331634","v3255","p2866",2204,90320,"ok"
"331652","v2811","p2866",1627,19685,"ok"
"331658","v3255","p2866",2552,53410,"ok"
"331669","v1033","p2866",763,23985,"ok"
"331677","v990","p2866",195,12270,"ok"
"331693","v3265","p2866",333,15435,"ok"
"331697","v1353","p2866",1616,14980,"ok"
"331698","v1315","p2866",1941,17525,"ok"
"331701","v3255","p2866",3129,89695,"ok"
"331845","v1183","p2870",1852,1040,"fraud"
"332247","v621","p2904",104,1035,"ok"
"332271","v2991","p2904",4431,235930,"ok"
"332279","v1297","p2904",100,1125,"ok"
"332289","v472","p2904",141,1060,"ok"
"332295","v957","p2904",138,1085,"ok"
"332297","v1869","p2904",100,1110,"ok"
"332298","v684","p2904",101,1110,"ok"
"332299","v621","p2904",100,1005,"ok"
"332308","v1299","p2904",100,1010,"ok"
"332325","v957","p2904",105,1090,"ok"
"332328","v692","p2904",101,1035,"ok"
"332598","v4832","p2923",181,6135,"ok"
"332613","v4832","p2923",164,4360,"ok"
"332986","v4834","p2936",101,1030,"ok"
"332990","v656","p2936",102,1160,"ok"
"332996","v2026","p2936",103,1150,"ok"
"333076","v1183","p2938",3486,32805,"ok"
"333081","v1183","p2938",212,25075,"ok"
"333088","v1183","p2938",2230,26335,"ok"
"333106","v3281","p2938",2405,31385,"ok"
"333135","v3284","p2942",11975,93065,"ok"
"333346","v654","p2955",148,4160,"ok"
"333374","v333","p2955",216,4110,"ok"
"333389","v663","p2955",140,4065,"ok"
"333392","v2749","p2955",150,6105,"ok"
"333410","v1022","p2955",606,5300,"ok"
"333432","v1248","p2955",217,8485,"ok"
"333439","v634","p2955",1746,7815,"ok"
"333450","v1063","p2955",276,5725,"ok"
"333516","v596","p2957",486,26565,"ok"
"333530","v596","p2957",468,28850,"ok"
"333543","v789","p2957",1012,17580,"ok"
"333544","v789","p2957",1447,34075,"ok"
"333547","v333","p2957",928,54145,"ok"
"333552","v596","p2957",590,30420,"ok"
"333560","v333","p2957",503,31685,"ok"
"333561","v789","p2957",218,9625,"ok"
"333575","v789","p2957",551,12755,"ok"
"333577","v1971","p2957",300,7830,"ok"
"333592","v662","p2957",2018,125210,"ok"
"333593","v1247","p2957",186,12250,"ok"
"333598","v1396","p2957",1320,8295,"ok"
"333614","v629","p2957",605,14920,"ok"
"333617","v1284","p2957",701,21570,"ok"
"333620","v789","p2957",1033,17590,"ok"
"333623","v789","p2957",989,24045,"ok"
"333627","v662","p2957",2892,189690,"ok"
"333634","v663","p2957",454,10040,"ok"
"333636","v333","p2957",348,20715,"ok"
"333648","v596","p2957",385,51930,"ok"
"333655","v1084","p2957",1715,11545,"ok"
"333664","v333","p2957",317,17345,"ok"
"333665","v1740","p2957",686,8725,"ok"
"333666","v977","p2957",247,8530,"ok"
"333674","v1284","p2957",494,14470,"ok"
"333679","v789","p2957",213,9255,"ok"
"333686","v787","p2957",931,1210,"fraud"
"333793","v3297","p2962",138,5780,"ok"
"333861","v1317","p2969",7643,73050,"ok"
"333869","v1317","p2970",3455,14580,"ok"
"333875","v876","p2970",864,30515,"ok"
"333878","v1317","p2970",8640,51090,"ok"
"333883","v1317","p2970",711,21995,"ok"
"333990","v876","p2981",2245,46570,"ok"
"334015","v876","p2981",4040,160115,"ok"
"334037","v3305","p2981",3595,141740,"ok"
"334047","v3079","p2981",401,57065,"ok"
"334342","v3323","p3007",4951,17915,"ok"
"334356","v3598","p3007",1443,7510,"ok"
"334383","v432","p3007",192,8015,"ok"
"334386","v1226","p3007",406,9410,"ok"
"334392","v3592","p3007",507,24625,"ok"
"334411","v3079","p3007",390,14660,"ok"
"334412","v3079","p3007",121,10325,"ok"
"334814","v1317","p3033",11655,57455,"ok"
"334828","v431","p3033",377,27675,"ok"
"334833","v3342","p3033",1377,39885,"ok"
"334835","v5668","p3033",2000,61785,"ok"
"334854","v286","p3033",9683,1090,"fraud"
"334856","v5720","p3033",1238,75815,"ok"
"335196","v4828","p3064",101,1090,"ok"
"335346","v39","p3072",259,NA,"fraud"
"335385","v3128","p3074",2167,29785,"ok"
"335386","v3128","p3074",2544,34015,"ok"
"335399","v1441","p3074",2486,29965,"ok"
"335407","v1467","p3074",3863,50395,"ok"
"335540","v581","p3079",NA,1130,"fraud"
"335564","v431","p3081",257,9135,"ok"
"335576","v431","p3081",290,10630,"ok"
"335593","v431","p3081",522,22180,"ok"
"335596","v5421","p3081",879,18290,"ok"
"335603","v431","p3081",318,11650,"ok"
"335623","v998","p3081",3860,9970,"ok"
"335684","v1028","p3086",5883,51235,"ok"
"335696","v455","p3086",6766,122180,"ok"
"335698","v5086","p3086",2955,587520,"ok"
"335709","v278","p3086",102,1155,"ok"
"335713","v3366","p3086",102,1095,"ok"
"335715","v3366","p3086",102,1100,"ok"
"335936","v3370","p3093",1013,85085,"ok"
"336266","v3387","p3117",110,84830,"fraud"
"336344","v1995","p3129",6060,125645,"ok"
"336350","v1183","p3130",406,15645,"ok"
"336372","v1669","p3131",245,9245,"ok"
"336377","v1437","p3131",1933,11660,"ok"
"336400","v3384","p3131",126,9085,"ok"
"336405","v3303","p3131",1436,22760,"ok"
"336415","v3075","p3131",141,29825,"ok"
"336420","v803","p3132",2556,169080,"ok"
"336423","v422","p3132",101,1095,"ok"
"336430","v656","p3132",3843,148330,"ok"
"336699","v279","p3153",35031,587360,"ok"
"336708","v3142","p3153",101,1170,"ok"
"336727","v279","p3156",10650,199620,"ok"
"336735","v3899","p3156",232,9385,"ok"
"336737","v803","p3156",100,1015,"ok"
"336758","v17","p3156",1488,39035,"ok"
"336766","v1861","p3157",1100,1950,"fraud"
"336784","v1868","p3160",100,1170,"ok"
"336792","v1052","p3160",113,66070,"fraud"
"336866","v1867","p3168",1518,25975,"ok"
"336867","v1867","p3168",9822,238295,"ok"
"336908","v957","p3171",544,18555,"ok"
"336972","v1981","p3178",341,35475,"ok"
"336978","v1981","p3178",188,13020,"ok"
"337152","v2103","p3191",15576,3715,"fraud"
"337189","v769","p3194",360,12435,"ok"
"337196","v5138","p3194",401,12710,"ok"
"337214","v2174","p3194",755,19975,"ok"
"337224","v416","p3194",129,13085,"ok"
"337253","v739","p3197",100,1165,"ok"
"337266","v3311","p3197",101,1160,"ok"
"337285","v3311","p3197",106,1155,"ok"
"337292","v3311","p3197",103,1160,"ok"
"337307","v762","p3197",22235,611465,"ok"
"337312","v496","p3197",8383,245060,"ok"
"337313","v1395","p3197",101,1200,"ok"
"337338","v1398","p3197",100,1190,"ok"
"337340","v3432","p3197",100,1145,"ok"
"337343","v3429","p3197",100,1135,"ok"
"337349","v4254","p3197",105,1080,"ok"
"337358","v2190","p3197",100,1055,"ok"
"337360","v3311","p3197",101,1175,"ok"
"337385","v2181","p3197",101,1115,"ok"
"337396","v3432","p3197",101,1155,"ok"
"337406","v3311","p3197",100,1040,"ok"
"337418","v4609","p3199",100,1285,"ok"
"337421","v581","p3199",101,1215,"ok"
"337450","v923","p3199",107,1280,"ok"
"337472","v3426","p3199",110,1275,"ok"
"337481","v762","p3199",100,1140,"ok"
"337486","v4765","p3199",102,1290,"ok"
"337491","v923","p3199",101,1215,"ok"
"337492","v4765","p3199",101,1175,"ok"
"337529","v4765","p3199",100,1140,"ok"
"337545","v1239","p3199",101,101300,"fraud"
"337549","v3438","p3199",102,1255,"ok"
"337559","v1297","p3199",102,1260,"ok"
"337634","v1239","p3202",205,13175,"ok"
"337654","v2412","p3202",113,13110,"ok"
"337670","v3122","p3202",114,13200,"ok"
"337678","v739","p3202",1438,90605,"ok"
"337698","v4223","p3202",322,23090,"ok"
"337708","v1453","p3202",222,14360,"ok"
"337723","v5520","p3202",221,24570,"ok"
"337724","v3450","p3202",466,13120,"ok"
"337726","v2115","p3202",388,14450,"ok"
"337730","v3424","p3202",110,13915,"ok"
"337731","v2392","p3202",305,28175,"ok"
"337732","v1173","p3202",127,19955,"ok"
"337879","v4624","p3216",103,1500,"ok"
"337881","v1989","p3216",103,1220,"ok"
"337889","v1259","p3216",238,1720,"ok"
"337893","v2802","p3218",114,1375,"ok"
"337899","v5955","p3218",3444544,125505,"fraud"
"338150","v771","p3225",101,1150,"ok"
"338177","v4624","p3225",1027,84800,"ok"
"338179","v1085","p3225",101,1025,"ok"
"338182","v2228","p3225",105,1100,"ok"
"338194","v1289","p3225",101,1085,"ok"
"338196","v662","p3225",100,1105,"ok"
"338206","v813","p3225",100,1020,"ok"
"338211","v1933","p3225",100,1110,"ok"
"338234","v777","p3225",100,1100,"ok"
"338240","v4020","p3225",102,1075,"ok"
"338243","v3478","p3225",147,61420,"ok"
"338245","v640","p3225",101,1110,"ok"
"338249","v5494","p3225",101,1110,"ok"
"338324","v640","p3229",1147,52680,"ok"
"338339","v664","p3229",167,42220,"ok"
"338351","v640","p3229",985,40430,"ok"
"338353","v662","p3229",140,13825,"ok"
"338355","v538","p3229",1666,16610,"ok"
"338364","v662","p3229",262,24365,"ok"
"338377","v596","p3229",216,19945,"ok"
"338384","v1649","p3229",288,38560,"ok"
"338385","v640","p3229",515,47430,"ok"
"338400","v538","p3229",409,20695,"ok"
"338401","v2375","p3229",183,16490,"ok"
"338405","v621","p3229",336,35805,"ok"
"338570","v766","p3253",5066,68665,"ok"
"338571","v1758","p3253",4780,81785,"ok"
"338607","v2441","p3257",1113,363975,"fraud"
"338789","v5717","p3271",255,16610,"ok"
"338790","v644","p3271",103,7250,"ok"
"338801","v766","p3271",167,10755,"ok"
"338802","v766","p3271",4166,14580,"ok"
"338815","v15","p3271",132,14095,"ok"
"338817","v1183","p3271",2391,20365,"ok"
"338835","v2806","p3271",114,8050,"ok"
"338840","v766","p3271",201,6705,"ok"
"338846","v766","p3271",580,21780,"ok"
"338850","v5717","p3271",122,8405,"ok"
"338851","v5717","p3271",111,7045,"ok"
"338853","v5717","p3271",127,17480,"ok"
"338866","v5717","p3271",1016,10345,"ok"
"338875","v1900","p3271",294,8200,"ok"
"338912","v980","p3271",110,8270,"ok"
"339017","v470","p3273",498,108595,"ok"
"339027","v3270","p3273",1016,26260,"ok"
"339028","v3270","p3273",658,28790,"ok"
"339030","v432","p3273",148,21030,"ok"
"339031","v470","p3273",6105,107145,"ok"
"339057","v4063","p3273",54380,238860,"ok"
"339075","v3270","p3273",542,29395,"ok"
"339077","v5596","p3273",286,31210,"ok"
"339080","v432","p3273",212,68740,"ok"
"339083","v3270","p3273",536,31725,"ok"
"339093","v2562","p3273",10322,117035,"ok"
"339097","v5596","p3273",138,30205,"ok"
"339104","v4063","p3273",26600,2765,"fraud"
"339105","v4063","p3273",35486,236940,"ok"
"339338","v4445","p3297",6783,77660,"ok"
"339449","v3523","p3308",861,45415,"ok"
"339463","v3523","p3308",419,48590,"ok"
"339475","v250","p3308",125,83740,"ok"
"339484","v5531","p3308",176,44375,"ok"
"339485","v4445","p3308",205,97480,"ok"
"339492","v5065","p3308",131,32715,"ok"
"339503","v4497","p3309",9135,38520,"ok"
"339521","v701","p3309",103,1020,"ok"
"339523","v260","p3309",101,1050,"ok"
"339527","v515","p3309",100,1110,"ok"
"339528","v707","p3309",100,1050,"ok"
"339537","v661","p3309",102,1100,"ok"
"339538","v593","p3309",100,1020,"ok"
"339540","v1981","p3309",100,1050,"ok"
"339616","v3086","p3318",1133,42490,"ok"
"339627","v3542","p3318",1898,36060,"ok"
"339711","v590","p3327",512,22885,"ok"
"339740","v356","p3327",162,14505,"ok"
"339741","v590","p3327",124,19555,"ok"
"339749","v523","p3327",802,84660,"ok"
"339759","v906","p3327",232,8795,"ok"
"339773","v455","p3327",241,20435,"ok"
"339774","v455","p3327",600,75320,"ok"
"339785","v522","p3327",183,10085,"ok"
"339788","v3547","p3327",472,20625,"ok"
"339790","v252","p3327",1333,87730,"ok"
"339793","v3548","p3327",220,9345,"ok"
"339801","v356","p3327",173,9985,"ok"
"339803","v1838","p3327",678,28025,"ok"
"339811","v5799","p3327",1802,84070,"ok"
"339823","v871","p3327",522,64225,"ok"
"339824","v549","p3327",138,29650,"ok"
"339829","v3396","p3328",9050,180980,"ok"
"339865","v3165","p3333",1830,197770,"ok"
"339882","v5513","p3334",5655,281100,"ok"
"339885","v3551","p3334",13877,86215,"ok"
"339897","v3076","p3334",1766,116300,"ok"
"339941","v305","p3336",794,49170,"ok"
"339942","v4047","p3336",544,166070,"ok"
"339952","v902","p3336",10961,127470,"ok"
"339962","v3303","p3336",31597,91270,"ok"
"339964","v5952","p3336",2133,61445,"ok"
"339966","v1093","p3336",377,58890,"ok"
"339988","v472","p3338",100,1080,"ok"
"339990","v455","p3338",101,1020,"ok"
"339992","v531","p3338",100,1025,"ok"
"339993","v502","p3338",100,1050,"ok"
"339994","v417","p3338",101,1085,"ok"
"340002","v417","p3338",10233,110775,"ok"
"340006","v5330","p3338",100,1095,"ok"
"340027","v766","p3338",101,1075,"ok"
"340062","v590","p3338",100,1045,"ok"
"340076","v5596","p3338",3694,92990,"ok"
"340107","v1226","p3338",100,1025,"ok"
"340115","v515","p3338",100,1080,"ok"
"340116","v1052","p3338",12000,150030,"ok"
"340139","v3558","p3338",261,110675,"ok"
"340140","v3549","p3338",101,1065,"ok"
"340151","v866","p3338",111,1010,"ok"
"340156","v549","p3338",100,1095,"ok"
"340280","v764","p3347",116,31720,"ok"
"340695","v455","p3369",9521,87670,"ok"
"340697","v600","p3369",4929,62260,"ok"
"340702","v455","p3369",6838,62370,"ok"
"340703","v3270","p3369",1020,89055,"ok"
"340704","v455","p3369",2644,38720,"ok"
"340707","v455","p3369",5284,48165,"ok"
"340714","v600","p3369",3222,67185,"ok"
"340720","v455","p3369",10808,100875,"ok"
"340726","v455","p3369",11050,104410,"ok"
"340750","v600","p3369",2826,57525,"ok"
"340758","v1340","p3369",4100,73300,"ok"
"340789","v431","p3370",100,1085,"ok"
"340797","v3149","p3370",101,1100,"ok"
"340800","v431","p3370",101,1065,"ok"
"340802","v431","p3370",100,1105,"ok"
"340809","v431","p3370",100,1085,"ok"
"340859","v3343","p3370",100,1090,"ok"
"340927","v1441","p3372",908,32105,"ok"
"340936","v819","p3372",2848,59575,"ok"
"340957","v819","p3372",1808,43620,"ok"
"340968","v1468","p3372",3577,129665,"ok"
"340972","v443","p3372",460,28400,"ok"
"341974","v3303","p3431",929,31940,"ok"
"342055","v3594","p3436",106,1155,"ok"
"342058","v2024","p3436",100,1010,"ok"
"342128","v3669","p3441",936,20265,"ok"
"342458","v54","p3474",148,704030,"fraud"
"342876","v464","p4364",684,21250,"ok"
"343089","v1317","p3518",2527,37355,"ok"
"343095","v54","p3518",4026,39125,"ok"
"343115","v54","p3518",1005,24930,"ok"
"343116","v1315","p3518",1516,25355,"ok"
"343117","v718","p3518",233,1005,"fraud"
"343119","v1669","p3518",1444,18520,"ok"
"343154","v3262","p3521",1672,18525,"ok"
"343177","v5133","p3521",1765,19015,"ok"
"343182","v919","p3521",4418,43965,"ok"
"343189","v612","p3521",15400,14335,"ok"
"343203","v1127","p3524",180,8670,"ok"
"343217","v3630","p3526",255,35555,"ok"
"343473","v431","p3547",106,8335,"ok"
"343480","v672","p3547",578,20795,"ok"
"343510","v3774","p3549",NA,8250,"fraud"
"344012","v5733","p3599",100,1160,"ok"
"344217","v260","p3614",9111,268620,"ok"
"344226","v260","p3614",2216,75110,"ok"
"344289","v19","p3619",462,29115,"ok"
"344292","v19","p3619",172,73750,"ok"
"344331","v19","p3622",101,1030,"ok"
"344342","v701","p3622",100,1010,"ok"
"344640","v1357","p3638",1062,10340,"ok"
"344644","v3175","p3638",397,11850,"ok"
"344866","v19","p3649",336,69535,"ok"
"344868","v19","p3649",123,33105,"ok"
"344881","v19","p3649",240,44570,"ok"
"344882","v370","p3649",1557,23320,"ok"
"344896","v661","p3649",2099,132630,"ok"
"344935","v701","p3649",256,23190,"ok"
"344945","v701","p3649",163,37585,"ok"
"344946","v701","p3649",161,15015,"ok"
"344955","v661","p3649",1547,68285,"ok"
"344961","v3662","p3649",593,24640,"ok"
"344965","v701","p3649",225,22815,"ok"
"344968","v370","p3649",387,21915,"ok"
"344982","v1300","p3649",414,17465,"ok"
"344983","v3262","p3649",434,19530,"ok"
"345106","v4609","p3655",101,1130,"ok"
"345117","v661","p3655",123,1120,"ok"
"345153","v955","p3656",10420,3045,"fraud"
"345297","v15","p3664",646,56165,"ok"
"345309","v15","p3664",1681,112270,"ok"
"345311","v5065","p3664",831,89330,"ok"
"345523","v767","p3673",108,5180,"ok"
"345525","v701","p3673",101,4715,"ok"
"345578","v19","p3679",100,1140,"ok"
"345586","v1977","p3679",100,1130,"ok"
"345590","v368","p3679",101,1025,"ok"
"345801","v434","p3705",72006,378370,"ok"
"345808","v650","p3705",106,43150,"fraud"
"345897","v955","p3711",3440,155020,"ok"
"345898","v955","p3711",362,67010,"ok"
"345901","v955","p3711",461,63595,"ok"
"345902","v955","p3711",1458,56900,"ok"
"345907","v955","p3711",417,56085,"ok"
"345911","v955","p3711",417,56085,"ok"
"345914","v955","p3711",1480,65565,"ok"
