"","application_id","bad_ind","vehicle_year","vehicle_make","bankruptcy_ind","tot_derog","tot_tr","age_oldest_tr","tot_open_tr","tot_rev_tr","tot_rev_debt","tot_rev_line","rev_util","fico_score","purch_price","msrp","down_pyt","loan_term","loan_amt","ltv","tot_income","veh_mileage","used_ind"
"5129",9471149,"0",0,"","N",0,24,135,6,1,36,2200,2,705,6250,0,0,60,5950,95,2250,0,0
"5130",5284773,"0",1996,"JEEP","N",0,4,28,6,2,2080,2000,104,654,17200,17500,0,60,16600,100,1456,50000,1
"5131",7411445,"0",2000,"NISSAN","N",5,13,134,NA,8,17011,19116,89,646,23524,19337,4324,63,21100,122,5716.67,395,0
"5132",1111718,"0",1998,"FORD","N",0,7,71,1,0,0,6767,0,730,12600,11750,0,66,12600,119,3025,19000,1
"5133",8567188,"0",2000,"PLYMOUTH","N",0,6,38,1,0,0,1349,0,738,12429.74,13975,300,60,12129.74,88,1870,13151,1
"5134",536055,"0",2000,"CHEVY","N",0,48,133,6,3,5828,24976,23,702,24118.13,22598,750,72,20868.13,92,2750,1,0
"5135",8256282,"0",2000,"TOYOTA","N",0,21,134,2,0,0,17750,0,777,24403,32703,0,39,24403,79,4820,10,0
"5136",8687046,"0",1998,"DODGE","N",0,26,230,14,12,13843,14875,93,693,11484.25,11000,0,66,11484.25,135,1200,84617,1
"5137",9814521,"0",1996,"PONTIAC","N",0,1,10,NA,NA,NA,NA,0,651,12982,13075,0,60,12982,107,4080,29000,1
"5138",4259934,"1",1999,"FORD","N",3,6,19,2,1,1752,1700,103,588,22500,21575,2500,60,20000,96,2250,4000,1
"5139",4544486,"0",2000,"CHEVROLET","N",0,22,107,5,2,692,6000,12,726,19000,15585,1500,66,17500,113,1833.33,1,0
"5140",5281304,"0",2000,"TOYOTA","N",1,9,361,NA,NA,9998,0,0,716,44502,34752,0,60,44502,131,3500,25,0
"5141",4313052,"0",2000,"CHEVY","N",0,17,88,9,7,4087,44800,9,760,27920,30070,5000,66,22090,74,4250,1,0
"5142",7309370,"0",2000,"TOYOTA","N",4,11,168,3,2,2496,2718,92,607,23712.1,23057,2965.6,60,20746.5,90,0,5,0
"5143",4977949,"0",1999,"FORD","N",3,31,122,6,2,3044,8729,35,641,21560,23000,0,63,21560,98,6416.67,9274,1
"5144",446097,"0",1999,"BUICK","N",0,20,193,4,2,1721,23221,7,785,15700,15000,2500,60,13200,96,10416.67,27,1
"5145",1496487,"0",2000,"FORD","N",6,18,380,7,6,2827,19270,15,653,26289,24269,1000,66,25289,125,2750,1,0
"5146",8821369,"0",2000,"PORSCHE","N",0,32,246,4,2,5578,45340,12,766,45112,48897,0,36,45112,92,16666.67,1,0
"5147",3445777,"0",1993,"TOYOTA","N",11,23,306,5,1,110,300,37,775,7450,5850,0,42,6950,121,4716.67,78515,1
"5148",5018990,"0",0,"","N",0,19,129,4,2,2515,19561,13,783,6656.22,7200,500,60,6156.22,86,4000,0,0
"5149",2709462,"0",2000,"FORD","N",0,34,290,9,5,24511,67929,36,717,23439.53,24365,1903.62,36,21535.91,89,225000,1,0
"5150",1923218,"0",2000,"DODGE","N",0,28,168,8,5,15830,54610,29,713,42359,32910,1517.25,60,40841.75,124,9400,247,0
"5151",1920315,"0",2000,"KIA","N",0,25,439,5,2,827,32568,3,774,21439,17002,1000,72,20439,131,3083.33,1,1
"5152",96045,"0",2000,"CHERVOLET","N",0,19,151,NA,6,3801,26897,14,685,22650,21300,2500,72,16750,95,2201.33,10,0
"5153",9820120,"0",1995,"LINCOLN","N",0,11,231,NA,2,283,25977,1,782,13310,15000,800,60,12000,80,1700,69000,0
"5154",5975114,"0",2000,"VOLKSWAGEN","N",3,14,133,NA,5,5601,5305,106,672,24488,25700,8000,66,17962,70,3333.33,1,0
"5155",9213188,"1",1997,"MAZDA","N",1,8,65,6,3,5108,5888,87,694,7744,8750,0,60,7744,109,1700,53416,1
"5156",8443043,"0",1996,"TOYOTA","Y",19,37,303,6,4,3456,5347,65,653,7175,7500,2000,48,5175,70,6750,33963,1
"5157",8985984,"0",2000,"CHEVY","N",1,22,191,7,3,542,45619,1,716,36997,36769,0,24,36997,102,8333.33,1,0
"5158",627259,"1",1996,"CHRYSLER","N",0,3,20,NA,NA,NA,NA,0,630,14242,14500,1200,42,13042,91,3000,40702,1
"5159",5034391,"0",2000,"VOLVO","N",0,20,183,9,8,24468,39328,62,685,30134.25,32725,0,72,30134.25,92,4916.67,1,0
"5160",2043459,"0",2000,"GMC","N",1,43,137,13,8,19778,140151,14,583,40500,41750,0,60,40500,97,16666.67,10,0
"5161",4673819,"0",1995,"FORD","N",2,26,152,5,3,26143,29643,88,682,10572.59,10000,0,54,9772.59,98,3200,64386,1
"5162",6501403,"0",2000,"FORD","N",0,19,327,5,4,295,27763,1,762,24560,24665,1000,66,23560,96,3900,15,0
"5163",8528714,"1",1999,"FORD","N",1,15,169,10,7,8295,7965,104,667,21746,20000,1746,60,21746,125,2916.67,7399,1
"5164",8514692,"1",1999,"CHEV","N",5,8,102,3,2,359,429,84,612,20079,13995,6084,60,13995,124,3682,1,0
"5165",250596,"0",1997,"JEEP","N",1,32,175,7,5,8960,45632,20,709,20332,19700,0,60,11801.61,72,5416.67,35151,0
"5166",5748696,"0",2000,"CHEVROLET","N",1,11,162,5,3,6589,11400,58,738,34057,30123,0,72,33492,115,4500,1,0
"5167",6043359,"0",2000,"CHEVROLET","N",1,3,31,NA,0,0,400,0,625,17500,17470,0,48,5250,30,800,1,0
"5168",5432721,"0",2000,"HONDA","N",0,23,243,7,5,411,48364,1,725,29618,26500,4000,72,25618,97,4166,0,0
"5169",4053339,"1",1998,"DODGE","N",0,1,22,2,1,985,1000,99,663,20625,20625,0,48,20625,114,2166.67,26500,1
"5170",2454989,"0",1998,"JEEP","N",0,14,76,9,4,7149,15400,46,NA,0,18000,0,48,17200,100,4416.67,23000,1
"5171",8776689,"0",1999,"FORD","N",0,19,199,NA,1,89,1500,6,756,23995,19000,2500,72,18995,100,4375.33,1,0
"5172",4407610,"0",1996,"FORD","N",0,6,38,4,2,2401,2530,95,664,8695,8475,1000,54,8373.65,123,0,70286,1
"5173",3927324,"0",2000,"FORD","N",0,12,175,1,0,0,5200,0,776,17100,17000,7000,36,9100,54,2342,21,0
"5174",5336624,"0",1998,"NISSAN","Y",10,23,120,NA,NA,9998,9998,100,645,10400,10900,0,60,10841,118,3666.67,31889,1
"5175",230583,"0",1997,"CHEVY","N",0,10,358,3,2,3759,35550,11,794,17900,17000,2000,60,15900,103,3950,333440,1
"5176",5156790,"0",1995,"PONTIAC","",NA,NA,NA,NA,NA,NA,NA,0,NA,7354,7075,1800,54,5554,80,1182.5,68000,1
"5177",8335381,"0",2000,"HYUNDAI","N",0,0,1,NA,1,1059,1200,88,676,16887.1,15937,500,60,14637.1,93,316,12,0
"5178",2468823,"0",1999,"TOYOTA","N",6,13,85,NA,1,1935,4700,41,601,21745,25225,0,66,24173.56,96,4166.67,21000,0
"5179",5547869,"0",1998,"FORD","N",0,13,356,NA,1,60,21600,0,824,19904.65,18000,4000,36,8254.65,53,2500,25000,1
"5180",1549247,"0",1999,"CHEVROLET","N",1,5,55,4,2,4828,6000,80,666,26800,28000,0,36,26800,97,4333.33,16900,1
"5181",4071630,"0",1997,"SATURNCHEVY","N",6,12,148,4,1,1371,0,0,667,11694,11375,0,60,11244,100,3650,24300,1
"5182",8468153,"0",2000,"AUDI","Y",2,21,173,4,3,3675,4146,89,629,39515,35675,0,60,39515,112,10000,5,0
"5183",9901112,"0",1999,"FORD","N",7,11,136,NA,NA,9998,0,0,733,18995,18995,0,48,18995,104,5300,1200,1
"5184",1162631,"0",2000,"CHEVY","N",1,17,169,2,1,0,16977,0,723,24000,24000,0,72,23500,100,2411.33,91,0
"5185",133166,"0",2000,"CHEVROLET","N",2,36,312,11,8,5655,27271,21,700,15698.7,14970,4000,60,10198.7,78,6033.33,20,0
"5186",283841,"0",1998,"TOYOTA","",NA,NA,NA,NA,NA,NA,NA,0,NA,17042,16500,500,60,16042,112,1300,39000,1
"5187",8607629,"0",2000,"CHEV","N",1,16,197,3,0,0,5096,0,726,26515,23715,1500,66,25015,105,8333.33,1,0
"5188",9926128,"0",1999,"CHEVY","N",1,6,34,NA,1,81,1104,7,675,11720,16000,0,66,11720,91,4166.67,8000,1
"5189",2423263,"0",1995,"DODGE","N",1,12,265,8,6,19039,29329,65,681,8484,7500,3484,36,5000,72,1900,72000,1
"5190",168441,"0",1998,"CHEVROLET","N",3,46,142,11,1,296,2600,11,672,21073.55,18850,0,48,21073.55,112,4250,27715,1
"5191",6493100,"0",1996,"CHEVY","N",1,35,294,6,4,1657,68000,2,746,11573,11000,0,36,11573,105,3033.33,31829,1
"5192",8279907,"0",1995,"MITS","N",0,4,26,2,1,190,4039,5,733,8700,9000,2000,48,6700,100,2000,77000,1
"5193",4871684,"0",1996,"CHEVY","N",0,7,46,3,2,600,2555,23,713,20819.94,18500,0,60,19819.94,108,2140,30000,1
"5194",2900739,"0",1998,"CHEVY","N",3,16,113,4,2,1112,5307,21,680,15171,13200,900,66,14271,118,2916.67,33000,1
"5195",618334,"0",1996,"PONTIAC","N",0,34,232,5,3,2696,63178,4,779,8500,7575,3500,60,5000,68,13750,70000,1
"5196",4469422,"0",1997,"CHEVY","N",0,43,319,19,11,52042,57682,90,684,9540,9000,0,60,8540,101,5100,39000,1
"5197",8579947,"0",2000,"GMC","",NA,NA,NA,NA,NA,NA,NA,0,NA,15550,17500,0,60,9300,54,1733.33,1,0
"5198",1852448,"0",1996,"FORD","",NA,NA,NA,NA,NA,NA,NA,0,NA,10650,9400,0,60,8000,87,4061.33,37949,1
"5199",8711655,"0",1999,"FORD","N",0,51,143,13,5,16176,109822,15,660,29077,28350,0,72,29077,106,27475,4000,1
"5200",2522584,"1",2000,"KIA","N",1,7,113,NA,4,2686,6100,44,715,21084,20389,0,60,23554,116,3358.33,1,0
"5201",289682,"0",1999,"CHEVY","N",6,25,220,5,1,7409,10000,74,709,25206,23025,0,60,25206,117,9041.67,26000,1
"5202",3292493,"0",2000,"CHEVROLET","N",1,18,176,4,3,3450,23902,14,691,21349,20566,2000,72,19349,95,2800,1,0
"5203",9262630,"0",1999,"TOYOTA","N",9,20,208,NA,2,195,11476,2,665,23246.49,18200,5000,66,18146.49,100,2500,118,0
"5204",9355536,"0",2000,"HONDA","N",0,12,126,5,3,6005,6654,90,703,26641,18955,2000,60,24641,138,7076,170,0
"5205",8653300,"0",2000,"ISUZU","N",0,18,268,2,2,2200,68800,3,792,26850,28325,18000,36,8850,32,5000,1,0
"5206",8655807,"1",1997,"MAZDA","N",0,3,311,1,0,0,1500,0,765,15100,14950,300,60,13300,91,1550,32000,1
"5207",2108789,"0",2000,"DODGE","N",0,4,33,2,1,1637,8000,20,712,28900,26285,1000,72,27400,105,3500,26285,1
"5208",2437780,"0",2000,"HONDA","N",1,8,54,14,0,0,3850,0,681,16213,16145,0,60,16213,100,2250,1,0
"5209",9001764,"0",2000,"NISSAN","Y",15,23,137,3,1,889,900,99,542,20422,19186,0,48,3836,27,1082,1,0
"5210",3958097,"0",1995,"CHEV","N",0,2,16,NA,NA,NA,NA,0,644,14897,11600,7500,36,7397,70,2900,102000,1
"5211",1380330,"0",1999,"CHEVROLET","N",0,10,173,5,3,654,33900,2,776,11819,11875,2000,60,9819,92,8333.33,8712,1
"5212",9889522,"1",1997,"FORD","Y",1,1,NA,NA,NA,NA,NA,0,536,10346,10850,800,60,9546,112,2350,63537,1
"5213",5482867,"0",1998,"FORD","N",3,17,103,6,4,4529,9226,49,611,16995,16400,0,66,16995,104,4300,3000,1
"5214",2028366,"0",2000,"HYUNDAI","N",1,7,27,4,3,3746,4100,91,620,13907,13200,0,60,13157,112,1200,1,0
"5215",7014617,"1",1997,"JEEP","Y",10,19,114,NA,NA,9998,0,0,620,19674,14850,5674,54,14700,99,2700,19680,1
"5216",8855421,"0",1998,"FORD","N",0,19,137,3,2,485,9695,5,773,22611,12400,11000,66,11611,103,2533.33,28644,1
"5217",509006,"0",1999,"FORD","N",0,7,29,6,4,1198,4106,29,678,26705,22035,2705,66,22000,108,2000,0,0
"5218",5792913,"0",1998,"FORD","N",1,5,21,NA,NA,9998,9998,100,695,16500,15100,0,66,16500,112,0,17865,1
"5219",378754,"1",2000,"NISSAN","N",4,8,106,3,2,1312,1485,88,651,23300,25317,0,60,23300,96,4420,1,0
"5220",6271616,"0",1999,"HONDA","N",0,8,132,NA,2,736,868,85,573,27200,24965,3500,66,23700,102,1900,0,0
"5221",9636959,"0",2000,"CHEVY","N",1,22,149,4,3,965,1849,52,703,19000,19640,2000,66,17000,89,1916.67,1,0
"5222",2355305,"1",1995,"CHEVY","N",6,10,399,NA,0,0,12512,0,692,14870,12100,1181.81,54,13300,120,2145,79191,1
"5223",6741671,"0",1999,"CHEVY","N",7,77,258,8,2,4471,19352,23,669,28715,27350,0,60,28715,105,1131,25308,1
"5224",975439,"1",2000,"MITSUBISHI","N",5,15,68,4,3,3169,27641,11,615,15592,14802,2000,60,14494.29,106,3787.67,8,0
"5225",1572457,"0",1997,"FORD","Y",NA,NA,NA,NA,NA,NA,NA,0,664,8500,9000,500,60,9037,101,7200,37483,1
"5226",6642495,"0",0,"","N",0,13,39,8,3,1254,11500,11,702,17000,16897,9150,60,7850,54,4000,0,0
"5227",6491009,"1",1999,"FORD","N",7,33,120,10,4,4251,6400,66,567,24638,26900,0,60,24638,93,4333,19013,1
"5228",6961951,"0",2000,"TOYOTA","N",0,35,181,10,5,9875,43153,23,754,29703.1,29048,1800,36,27903.1,96,6250,353,0
"5229",199085,"0",2000,"CHEVY","N",1,17,102,10,7,8433,12084,70,685,28687,32303,0,60,28687,89,11250,1,0
"5230",6079587,"0",2000,"VW","N",0,28,186,6,5,8399,44598,19,754,23895,24200,0,36,23895,99,3750,1,1
"5231",2650949,"0",2000,"PLYMOUTH","N",0,1,12,NA,2,1114,2395,47,643,20518,22740,2500,66,15692,76,2200,1,0
"5232",8178666,"0",1996,"FORD","N",2,23,419,10,9,29832,31658,94,629,17562,16500,800,60,16426,100,2500,32386,1
"5233",6852165,"0",2000,"FORD","N",1,40,203,13,7,42058,81400,52,733,28851.79,29025,0,48,28851.79,99,5000,1,0
"5234",4422681,"0",1995,"FORD","N",5,27,129,4,3,13409,20007,67,649,4600,5000,0,54,4600,98,4333.33,70000,1
"5235",7845654,"1",1998,"JIMMY","Y",5,12,121,4,3,1522,1300,117,650,20095,21000,0,60,20095,100,2583.33,45000,1
"5236",5296023,"0",2000,"FORD","N",0,9,395,2,1,336,12100,3,798,14220,13500,0,60,14220,105,1238.46,1,0
"5237",3245303,"0",2000,"DODGE","N",0,6,69,2,1,2311,3600,64,701,28323.95,25420,2000,63,26323.95,104,2500,40,0
"5238",894827,"0",2000,"NISSAN","N",0,17,91,5,4,5788,22300,26,709,26273,26477,0,60,26273,102,2000,0,0
"5239",4358488,"0",2000,"DODGE","N",0,24,178,5,1,2772,13397,21,780,28333.3,27025,0,66,22333.3,83,9900,74,0
"5240",285348,"1",1993,"JEEP","N",6,10,61,NA,NA,9998,0,0,605,11900,13500,0,36,11900,88,2816.66,80000,1
"5241",1995899,"1",1994,"CHEVY","Y",3,8,144,1,0,0,64,0,628,11731,8500,3500,42,8550,117,2500,74000,1
"5242",3423811,"0",0,"","N",6,21,337,4,2,2501,7824,32,656,6895,10172.98,0,66,10172.98,100,68000,0,0
"5243",5043030,"1",2000,"CHEVROLET","N",0,27,365,11,8,29017,52968,55,691,20789,19765,0,60,20789,108,2000,15,0
"5244",4982539,"1",2000,"TOYOTA","N",2,13,96,8,7,1955,2493,78,658,21626.07,22586,0,60,21626.07,98,2675,12,0
"5245",7107379,"0",1997,"PONT","N",0,16,256,6,5,41217,77284,53,721,1537,14000,0,66,15370,110,5000,27000,0
"5246",31089,"0",2000,"VOLKSWAGON","N",1,21,441,3,2,3744,37000,10,769,25572.09,22475,1906.19,60,23665.9,105,6100,1,0
"5247",1183459,"0",2000,"VOLVO","N",0,20,330,5,2,14957,20300,74,721,30643,29752,1000,60,29643,101,25000,1,0
"5248",9079177,"0",1998,"GMC","N",1,12,183,NA,1,491,500,98,613,26570,22075,3000,60,20570,101,2500,33800,1
"5249",9927154,"0",2000,"HYUNDAI","N",1,7,76,2,1,559,0,0,646,11493,10500,3500,60,7993,77,1916.67,1,0
"5250",9478613,"0",1998,"CHEV","N",3,11,84,3,1,741,5300,14,NA,20368,16850,4500,60,16357,109,4333.33,43000,1
"5251",589937,"0",2000,"HONDA","N",0,21,51,NA,6,16183,47781,34,654,14377,16145,0,54,14377,97,3200,4,0
"5252",9051041,"0",2000,"FORD","",1,1,29,NA,NA,NA,NA,0,NA,16417,15545,500,60,13917,90,1950,1,0
"5253",8481752,"0",1998,"CHEVY","N",1,15,184,7,5,12497,31240,40,724,12600,10675,2000,60,10600,100,8666.66,34000,1
"5254",8822322,"0",1998,"CHEVY","N",0,12,483,2,1,562,24200,2,797,14343,12850,4000,60,10343,93,2400,22870,1
"5255",9913311,"1",1997,"OLDS","",0,2,4,1,0,0,400,0,NA,19280,18750,715,66,18565,105,1900,34830,1
"5256",3558770,"0",1994,"FORD","N",0,21,277,7,3,6389,21120,30,797,9804.7,8500,1000,42,8804.7,105,7125,70000,1
"5257",5322963,"1",2000,"HONDA","N",3,10,155,7,6,2671,3372,79,638,24826,24965,1800,60,23026,95,3916,1,0
"5258",8368269,"0",2000,"DAEWOO","N",6,32,115,10,3,5101,9902,52,712,19300,17065,1200,60,18100,107,5185,1,0
"5259",9316848,"0",1999,"MAZDA","N",0,19,171,6,5,12155,28196,43,720,29890.17,23930,0,60,29890.17,125,2838,6998,1
"5260",4161193,"0",1997,"PONTIAC","N",0,31,173,13,7,20805,35623,58,639,12820,11175,1300,60,10520,94,6400,34000,1
"5261",7426473,"0",2000,"DODGE","N",8,18,340,9,7,2857,12868,22,643,18030.86,18294,1000,60,15530.86,86,2666.67,1,0
"5262",5252108,"0",1994,"PLYMOUTH","N",8,22,254,7,3,921,4688,20,661,6492.25,5475,1192.25,48,5992.25,112,2100,61860,1
"5263",8092036,"0",1996,"CHRY","N",9,20,166,7,5,3102,9967,31,654,13000,12500,0,60,12000,97,4600,80000,1
"5264",7394935,"0",1998,"JEEP","N",2,12,200,3,2,529,19800,3,695,24045,25500,4529,36,19516,82,4000,30467,1
"5265",7676961,"0",1993,"FORD","Y",8,16,342,NA,0,0,1933,0,702,11158,9900,4000,36,7158,74,1200,78000,1
"5266",9466510,"0",1993,"HONDA","N",0,12,227,4,3,25603,28730,89,732,5152.99,7975,0,36,5152.99,66,5200,74818,1
"5267",7160888,"0",1995,"CHEVY","N",0,6,184,NA,1,6834,16020,43,814,6330,6150,0,54,6330,105,3678,24000,1
"5268",2985826,"1",2000,"HONDA","N",0,16,140,4,3,11161,47410,24,766,23800,17960,500,72,23300,139,2000,1,0
"5269",700875,"0",1999,"CHRY","N",0,17,201,3,2,2441,29000,8,801,15311.1,20000,0,48,15311.1,77,3333.33,1,0
"5270",8951034,"0",2000,"JEEP","N",6,13,86,6,4,5921,8548,69,638,26738.44,24025,2738.44,60,24000,110,5700,50,0
"5271",6681755,"0",2000,"TOYOTA","N",0,16,124,8,6,4307,16173,27,739,23298.56,26053,0,39,23298.56,89,6900,111,0
"5272",8257330,"1",2000,"HONDA","N",0,27,143,9,5,12040,61049,20,714,42139.5,32415,0,60,42139.5,135,2000,14,0
"5273",8599420,"0",1997,"JEEP","N",5,13,60,NA,NA,NA,NA,0,588,17959,21500,0,36,17959,84,4000,39000,1
"5274",5533278,"0",1998,"HONDA","N",3,7,238,NA,3,815,1145,71,590,20690,22250,5000,66,13690,72,8147166.66,32090,1
"5275",7245090,"1",1999,"PONTIAC","N",2,4,166,NA,1,456,518,88,675,21494,19500,2478,48,19016,109,5666.66,14000,1
"5276",210563,"0",2000,"CADILLAC","N",13,34,396,6,5,3565,19434,18,666,53082,50000,1000,63,53883,108,3583.33,1,0
"5277",2281735,"0",1999,"JEEP","N",0,27,160,7,3,15345,50500,30,739,28900,27000,0,60,28900,107,6250,13226,1
"5278",592252,"0",1995,"FORD","N",1,7,28,9,5,3083,3815,81,676,8109.95,8600,1000,48,7109.95,89,4233.33,47979,1
"5279",3282863,"0",1995,"FORD","N",0,22,130,NA,7,18265,34650,53,661,5500,550,0,54,5500,100,3000,64000,1
"5280",9760146,"0",2000,"TOYOTA","N",1,17,186,5,4,754,33535,2,753,34900,28073,0,48,34900,124,5518.33,0,0
"5281",6240057,"0",1999,"CADALLIC","N",1,8,199,4,2,1469,3098,47,689,32444,28900,4444,60,32444,114,1416.67,29000,1
"5282",1298145,"0",1997,"CHEVROLET","N",0,38,98,9,6,7511,18856,40,639,15984,15975,300,60,15684,107,3458.34,32654,1
"5283",6029079,"1",1996,"DODGE","N",5,27,125,NA,NA,NA,NA,0,605,15200,14975,0,60,12805,97,1907,22000,1
"5284",4379940,"1",2000,"CHEV","Y",17,53,288,12,8,23346,36529,64,583,15818,15660,1678,36,14140,96,7500,1,0
"5285",7195295,"0",2000,"TOYOTA","N",0,8,41,7,3,3727,7900,47,700,27208.05,28221,1039.26,36,26168.79,93,3750,1,0
"5286",9841415,"1",1998,"GMC","N",0,34,200,13,4,4053,22600,18,696,19581.56,19000,0,66,19581.56,104,3750,16300,1
"5287",87259,"0",2000,"OLDS","N",1,29,215,13,10,55869,75733,74,671,30742,30220,6500,72,24242,81,6666.67,1,0
"5288",1499216,"0",2000,"CADILLAC","N",0,16,564,NA,2,1992,31837,6,767,46023,48560,35000,24,11023,23,8333.33,0,0
"5289",9039701,"0",0,"","N",1,24,160,5,4,8589,48300,18,698,4461,7549,461,60,4000,53,3800,0,0
"5290",4875751,"0",2000,"CHEVY","N",0,8,89,4,1,5297,15999,33,730,18505,19765,1500,66,19102,101,4954,1,0
"5291",5838136,"0",2000,"SUBARU","N",6,21,321,10,6,19021,20702,92,597,22961.64,20700,3000,36,20010.89,97,9000,240,0
"5292",9511953,"0",0,"","N",0,18,488,8,6,7955,23556,34,667,5538.19,0,0,60,5538.19,100,1599,0,0
"5293",3480840,"1",1996,"CHEVROLET","N",6,10,72,2,0,0,2662,0,637,19176.6,18625,1000,54,17176.6,92,58000,65814,1
"5294",1075529,"1",1995,"BUICK","",NA,NA,NA,NA,NA,NA,NA,0,NA,8525.22,7250,1300,36,7225.22,129,1300,66824,1
"5295",107900,"0",1998,"SATURN","N",1,22,161,6,5,9275,20810,45,755,13848,13000,1000,66,12848,109,4500,5500,1
"5296",5069449,"0",1997,"MITSUBISHI","N",0,5,50,NA,NA,NA,NA,0,635,19245,14500,4245,51,18491.2,133,2750,8944,1
"5297",5666148,"0",1999,"FORD","Y",4,17,204,3,2,2687,6213,43,645,22000,22000,0,39,22000,100,3750,17000,1
"5298",4922887,"0",1997,"MAZDA","N",0,24,201,7,5,16429,29961,55,711,18999,12350,4000,36,14999,121,3200,12000,1
"5299",6111521,"0",2000,"PLYMOUTH","N",0,21,197,4,3,18514,58040,32,751,14890.65,14710,1500,60,13390.65,98,3500,14710,0
"5300",2198614,"1",2000,"FORD","N",4,17,130,NA,10,10728,9672,111,604,13683,13945,0,36,13683,98,1500,1,0
"5301",5086949,"0",2000,"PONTIAC","N",0,37,265,10,6,24573,57345,43,678,16400,17585,2000,42,11100,69,7583.33,1,0
"5302",4139134,"0",1996,"BMW","N",1,38,227,12,5,42727,39863,107,662,16000,16000,0,24,16000,100,4166.67,60000,1
"5303",1617680,"1",1997,"FORD","N",5,7,59,NA,4,1823,3500,52,607,13806,12025,500,60,12300,110,2900,4000,1
"5304",2639676,"0",2000,"ISUZU","N",5,23,154,9,8,5711,10823,53,603,25900,25094,900,48,25000,100,1600,1,0
"5305",4107289,"1",1999,"FORD","N",1,3,49,3,1,316,702,45,647,26720,23750,4720,60,23720,110,3750,23513,1
"5306",6636241,"0",1999,"PONTIAC","N",0,6,45,NA,NA,NA,NA,0,683,18108,18830,0,60,13736,78,4583.33,200,1
"5307",9557926,"0",0,"","N",NA,NA,NA,NA,NA,NA,NA,0,712,7045.95,0,0,60,7045.95,100,2800,0,0
"5308",5264727,"0",1998,"JEEP","N",1,6,31,4,2,1705,1736,98,608,14910,14500,0,48,9410,66,1260,31719,1
"5309",2625645,"0",1997,"CHEVROLET","N",0,27,190,2,1,2513,4200,60,720,18192.5,19000,4000,60,14192.5,75,3113.67,27000,1
"5310",4370446,"0",1995,"SATURN","N",4,5,101,NA,2,1838,2600,71,603,5310,5500,0,48,5310,136,1900,72513,1
"5311",514095,"0",1997,"FORD","",7,7,NA,NA,NA,NA,NA,0,NA,21039.71,17650,0,60,9539.71,67,4000,59000,1
"5312",8368538,"0",1999,"SATURN","N",0,3,20,NA,0,0,100,0,639,14990,16400,0,48,14990,91,1800,12,1
"5313",8786426,"0",1997,"DODGE","N",0,22,227,6,4,3746,21549,17,750,19694.28,21575,0,66,14194.28,72,9813.83,45108,1
"5314",6912610,"0",1994,"BUIUCK","N",5,14,191,5,1,729,1000,73,714,9476,7825,0,48,7950,109,2002,57792,1
"5315",4751708,"0",0,"","N",1,20,155,3,1,2147,3900,55,659,6607.4,0,2800,39,3807.4,58,2916.67,0,0
"5316",9560662,"0",1998,"JEEP","N",0,4,21,3,2,495,2950,17,717,18494.95,18000,1500,66,16994.95,101,1950,22000,1
"5317",6045792,"1",1998,"FORD","",NA,NA,NA,NA,NA,NA,NA,0,NA,24037,20000,9000,60,12037,80,1720,52000,1
"5318",8893499,"0",2000,"FORD","N",0,3,51,NA,NA,NA,NA,0,713,27342,27830,7724,72,19618,71,8333.33,49400,0
"5319",1506543,"0",1997,"MERCURY","N",2,9,132,6,5,5731,12596,45,670,21502,21000,0,60,21502,118,10830,33000,1
"5320",8891044,"0",2000,"FORD","N",0,11,23,5,4,3485,7925,44,634,21300,20108,0,60,20592,102,2408,1,0
"5321",7261917,"0",1998,"CHEVROLET","N",0,33,374,5,4,2370,19730,12,742,10375.2,9500,0,60,9975.2,111,800,7000,1
"5322",5294879,"1",1995,"CHRYSLER","N",7,23,193,5,3,7553,6370,119,587,15417,14500,0,60,12805,89,1326.36,66299,1
"5323",5326550,"0",1999,"DODGE","N",1,8,61,3,1,357,6900,5,719,17891.73,17900,0,63,17891.73,100,3300,22214,1
"5324",5697271,"1",1999,"NISSAN","N",7,8,56,3,2,2162,2324,93,630,18324,15900,2524,60,15800,101,2590,21000,0
"5325",7899172,"0",2000,"JEEP","N",0,35,137,4,3,8688,53700,16,746,21887.14,24365,625,36,21262.14,87,7700,6,0
"5326",6025577,"0",2000,"TOYOTA","N",0,13,54,5,3,9286,21300,44,648,23298,26377,500,66,24184.92,92,2250,10,0
"5327",1994228,"0",1998,"DODGE","N",NA,NA,NA,NA,NA,NA,NA,0,705,10494.75,9525,0,66,9494.75,124,2070,42303,1
"5328",3326255,"0",2000,"TOYOTA","N",0,6,27,7,5,2847,2530,113,688,18169,16011,0,60,18169,115,1600,19,0
"5329",1787953,"0",1998,"FORD","",0,0,2,NA,0,0,500,0,NA,11527,10100,1500,60,10027,103,1850,13908,1
"5330",5801078,"0",1998,"OLDS","N",0,13,216,3,2,1862,8600,22,770,21802,15000,12000,30,9802,65,0,28000,1
"5331",7368003,"0",2000,"NISSAN","N",0,9,195,2,1,14560,22200,66,735,24200,18627,0,72,24200,148,3358,1,0
"5332",1452017,"0",2000,"DODGE","N",0,2,18,NA,1,516,1100,47,668,23639,26865,0,39,23639,88,1600,1,0
"5333",5107927,"0",2000,"PLYMOUTH","Y",2,10,125,6,3,1449,1808,80,650,25677,25730,1812,60,23865,93,4866.67,154,0
